ac_gene_id	length_ac
ENSACAG00000011525	3528
ENSACAG00000011526	168
ENSACAG00000011527	5344
ENSACAG00000011528	3547
ENSACAG00000011529	814
ENSACAG00000011531	2470
ENSACAG00000011532	876
ENSACAG00000011533	369
ENSACAG00000011534	2370
ENSACAG00000011535	1297
ENSACAG00000011536	1487.5
ENSACAG00000011537	630
ENSACAG00000011538	2660
ENSACAG00000011539	5679
ENSACAG00000011540	2118
ENSACAG00000011541	5402
ENSACAG00000011542	657
ENSACAG00000011543	2371
ENSACAG00000011544	645
ENSACAG00000011545	663
ENSACAG00000011546	1167
ENSACAG00000011547	5749
ENSACAG00000011548	1448
ENSACAG00000011549	2394
ENSACAG00000011550	801
ENSACAG00000011551	1938
ENSACAG00000011552	12666
ENSACAG00000011553	1647
ENSACAG00000011554	6677
ENSACAG00000011555	699
ENSACAG00000011556	2904
ENSACAG00000011557	612
ENSACAG00000011559	4219
ENSACAG00000011560	4629
ENSACAG00000011563	327
ENSACAG00000011565	1152
ENSACAG00000011566	2026
ENSACAG00000011567	6242
ENSACAG00000011568	1602
ENSACAG00000011569	1623
ENSACAG00000011570	6450
ENSACAG00000011571	1353
ENSACAG00000011572	789
ENSACAG00000011573	1728
ENSACAG00000011574	9741
ENSACAG00000011575	6817
ENSACAG00000011576	7442
ENSACAG00000011577	1250
ENSACAG00000011578	4543
ENSACAG00000011579	864
ENSACAG00000011581	1320.5
ENSACAG00000011582	2417
ENSACAG00000011583	5030
ENSACAG00000011584	1204
ENSACAG00000011585	5590
ENSACAG00000011586	3010
ENSACAG00000011587	777
ENSACAG00000011588	2820
ENSACAG00000011589	819
ENSACAG00000011590	2052
ENSACAG00000011591	1867
ENSACAG00000011592	2055
ENSACAG00000011593	5253
ENSACAG00000011596	429
ENSACAG00000011597	3794
ENSACAG00000011599	5395
ENSACAG00000011600	7822
ENSACAG00000011601	435
ENSACAG00000011602	1108
ENSACAG00000011603	7114
ENSACAG00000011604	249
ENSACAG00000011605	3901
ENSACAG00000011607	1554
ENSACAG00000011609	1076
ENSACAG00000011610	2709
ENSACAG00000011611	3073
ENSACAG00000011612	2186
ENSACAG00000011613	1659
ENSACAG00000011614	1062
ENSACAG00000011615	6937
ENSACAG00000011616	1059
ENSACAG00000011617	1194
ENSACAG00000011618	657
ENSACAG00000011619	5867
ENSACAG00000011622	1577
ENSACAG00000011623	771
ENSACAG00000011625	3039
ENSACAG00000011626	639
ENSACAG00000011627	5933
ENSACAG00000011628	2085
ENSACAG00000011629	1581
ENSACAG00000011630	14949
ENSACAG00000011631	627
ENSACAG00000011632	8091
ENSACAG00000011633	5758
ENSACAG00000011634	4706
ENSACAG00000011636	2511
ENSACAG00000011637	5667
ENSACAG00000011640	1812
ENSACAG00000011641	2528
ENSACAG00000011642	489
ENSACAG00000011643	1955
ENSACAG00000011645	2703
ENSACAG00000011646	1659
ENSACAG00000011648	1901
ENSACAG00000011649	502
ENSACAG00000011650	3924
ENSACAG00000011653	7443
ENSACAG00000011654	6521
ENSACAG00000011655	882
ENSACAG00000011657	1815
ENSACAG00000011658	1725
ENSACAG00000011660	198
ENSACAG00000011661	1665
ENSACAG00000011662	1289
ENSACAG00000011663	327
ENSACAG00000011664	2475
ENSACAG00000011666	2762
ENSACAG00000011669	3884
ENSACAG00000011671	8373
ENSACAG00000011672	4025
ENSACAG00000011674	516
ENSACAG00000011675	2885
ENSACAG00000011676	1860
ENSACAG00000011677	720
ENSACAG00000011678	3229
ENSACAG00000011679	1161
ENSACAG00000011680	2669
ENSACAG00000011681	6010
ENSACAG00000011682	639
ENSACAG00000011683	1507
ENSACAG00000011684	503
ENSACAG00000011685	7897
ENSACAG00000011686	3240
ENSACAG00000011687	2679
ENSACAG00000011688	3995
ENSACAG00000011689	4003
ENSACAG00000011690	10414
ENSACAG00000011691	1020
ENSACAG00000011692	393
ENSACAG00000011693	1156
ENSACAG00000011694	3463
ENSACAG00000011695	5623
ENSACAG00000011696	3500
ENSACAG00000011698	1146
ENSACAG00000011700	5701
ENSACAG00000011701	1341
ENSACAG00000011703	3462
ENSACAG00000011704	6395
ENSACAG00000011706	1035
ENSACAG00000011707	1636
ENSACAG00000011708	3349
ENSACAG00000011710	1460
ENSACAG00000011711	1980
ENSACAG00000011712	1215
ENSACAG00000011713	3406
ENSACAG00000011715	891
ENSACAG00000011716	838
ENSACAG00000011717	1506
ENSACAG00000011719	992
ENSACAG00000011721	1725
ENSACAG00000011724	1653
ENSACAG00000011725	570
ENSACAG00000011726	177
ENSACAG00000011727	2157
ENSACAG00000011728	684
ENSACAG00000011729	1201
ENSACAG00000011731	2482
ENSACAG00000011732	1489
ENSACAG00000011733	5344
ENSACAG00000011734	8793
ENSACAG00000011735	1807
ENSACAG00000011736	597
ENSACAG00000011737	2930
ENSACAG00000011738	1752
ENSACAG00000011739	4094
ENSACAG00000011740	3312
ENSACAG00000011742	5007
ENSACAG00000011744	2241
ENSACAG00000011745	1421
ENSACAG00000011746	3991
ENSACAG00000011747	2434
ENSACAG00000011748	1466
ENSACAG00000011751	963
ENSACAG00000011752	1977
ENSACAG00000011753	600
ENSACAG00000011754	541.5
ENSACAG00000011756	4611
ENSACAG00000011757	4221
ENSACAG00000011759	663
ENSACAG00000011760	3455
ENSACAG00000011761	339
ENSACAG00000011762	1854
ENSACAG00000011763	1532
ENSACAG00000011764	1119
ENSACAG00000011765	213
ENSACAG00000011766	661
ENSACAG00000011767	1724
ENSACAG00000011770	4253
ENSACAG00000011771	6990
ENSACAG00000011772	303
ENSACAG00000011773	1125
ENSACAG00000011774	4383
ENSACAG00000011775	6895
ENSACAG00000011776	7238
ENSACAG00000011777	1914
ENSACAG00000011778	2312
ENSACAG00000011779	618
ENSACAG00000011780	2343
ENSACAG00000011782	576
ENSACAG00000011783	4010
ENSACAG00000011784	1038
ENSACAG00000011785	2520
ENSACAG00000011786	1551
ENSACAG00000011787	5418
ENSACAG00000011788	3540
ENSACAG00000011789	2142
ENSACAG00000011790	2401
ENSACAG00000011791	816
ENSACAG00000011792	2480
ENSACAG00000011793	1065
ENSACAG00000011794	3369
ENSACAG00000011795	1329
ENSACAG00000011796	918
ENSACAG00000011797	4274
ENSACAG00000011798	4419
ENSACAG00000011799	2028
ENSACAG00000011801	3472
ENSACAG00000011803	6350
ENSACAG00000011804	1226
ENSACAG00000011805	1518
ENSACAG00000011806	6627
ENSACAG00000011807	2822
ENSACAG00000011808	2265
ENSACAG00000011809	5915
ENSACAG00000011810	1500
ENSACAG00000011812	6498
ENSACAG00000011813	3402
ENSACAG00000011814	6406
ENSACAG00000011815	2023
ENSACAG00000011816	1529
ENSACAG00000011817	852
ENSACAG00000011819	597
ENSACAG00000011820	822
ENSACAG00000011821	255
ENSACAG00000011822	1404
ENSACAG00000011823	6479
ENSACAG00000011824	1032
ENSACAG00000011825	645
ENSACAG00000011826	1898
ENSACAG00000011827	2384
ENSACAG00000011829	5928
ENSACAG00000011830	765
ENSACAG00000011831	1518
ENSACAG00000011832	1431
ENSACAG00000011833	1800
ENSACAG00000011834	1674
ENSACAG00000011835	6182
ENSACAG00000011836	667
ENSACAG00000011837	579
ENSACAG00000011840	1030
ENSACAG00000011841	1965
ENSACAG00000011842	234
ENSACAG00000011843	5533
ENSACAG00000011844	978
ENSACAG00000011845	1159
ENSACAG00000011846	651
ENSACAG00000011847	4086.5
ENSACAG00000011848	2151
ENSACAG00000011849	342
ENSACAG00000011850	2098
ENSACAG00000011851	7681
ENSACAG00000011852	1204
ENSACAG00000011853	3614
ENSACAG00000011854	888
ENSACAG00000011855	4076
ENSACAG00000011856	1917
ENSACAG00000011857	9937
ENSACAG00000011858	2976
ENSACAG00000011859	2481
ENSACAG00000011860	1371
ENSACAG00000011861	993
ENSACAG00000011862	2134
ENSACAG00000011864	3594
ENSACAG00000011865	3682
ENSACAG00000011866	4417
ENSACAG00000011867	1435
ENSACAG00000011869	3648
ENSACAG00000011870	3516
ENSACAG00000011871	2166
ENSACAG00000011872	1865
ENSACAG00000011874	1262
ENSACAG00000011875	367
ENSACAG00000011876	691
ENSACAG00000011877	1891
ENSACAG00000011878	913
ENSACAG00000011880	375
ENSACAG00000011882	1812
ENSACAG00000011883	1117
ENSACAG00000011884	4966
ENSACAG00000011887	318
ENSACAG00000011888	1362
ENSACAG00000011889	939
ENSACAG00000011890	420
ENSACAG00000011892	1319
ENSACAG00000011894	3795
ENSACAG00000011895	1688
ENSACAG00000011896	2127
ENSACAG00000011898	999
ENSACAG00000011899	1002
ENSACAG00000011900	1437
ENSACAG00000011901	4305
ENSACAG00000011902	3935
ENSACAG00000011903	1299
ENSACAG00000011904	5882
ENSACAG00000011905	1443
ENSACAG00000011906	3093
ENSACAG00000011907	573
ENSACAG00000011908	2488
ENSACAG00000011909	3920
ENSACAG00000011910	1200
ENSACAG00000011911	1429
ENSACAG00000011912	1420
ENSACAG00000011913	3970
ENSACAG00000011914	717
ENSACAG00000011915	3178
ENSACAG00000011916	636
ENSACAG00000011917	1454
ENSACAG00000011918	1863
ENSACAG00000011919	3994
ENSACAG00000011920	4378
ENSACAG00000011921	548
ENSACAG00000011922	1725
ENSACAG00000011923	16397
ENSACAG00000011924	2253
ENSACAG00000011925	1824
ENSACAG00000011926	4132
ENSACAG00000011927	6453
ENSACAG00000011928	3390
ENSACAG00000011929	1806
ENSACAG00000011930	517
ENSACAG00000011931	1116
ENSACAG00000011932	2007
ENSACAG00000011934	3144
ENSACAG00000011935	1347
ENSACAG00000011936	1849
ENSACAG00000011937	1017
ENSACAG00000011938	4065
ENSACAG00000011939	5088
ENSACAG00000011940	5523
ENSACAG00000011941	4491
ENSACAG00000011942	2310
ENSACAG00000011943	3585
ENSACAG00000011944	2790
ENSACAG00000011945	1282
ENSACAG00000011946	1599
ENSACAG00000011947	670
ENSACAG00000011948	8276
ENSACAG00000011949	8894
ENSACAG00000011950	1403
ENSACAG00000011951	399
ENSACAG00000011953	857
ENSACAG00000011954	1422
ENSACAG00000011955	1573
ENSACAG00000011956	1149
ENSACAG00000011958	5484
ENSACAG00000011959	3605
ENSACAG00000011961	1670
ENSACAG00000011962	5538
ENSACAG00000011963	1205
ENSACAG00000011965	2016
ENSACAG00000011966	3465
ENSACAG00000011967	4323
ENSACAG00000011968	1540
ENSACAG00000011969	537
ENSACAG00000011970	2729
ENSACAG00000011971	3962
ENSACAG00000011972	9693
ENSACAG00000011973	3595
ENSACAG00000011974	4890
ENSACAG00000011977	1528
ENSACAG00000011979	4011
ENSACAG00000011981	1119
ENSACAG00000011982	2194
ENSACAG00000011984	4502
ENSACAG00000011985	4740
ENSACAG00000011986	447
ENSACAG00000011987	4289
ENSACAG00000011989	15360
ENSACAG00000011990	6233
ENSACAG00000011991	1371
ENSACAG00000011992	6981
ENSACAG00000011994	2901
ENSACAG00000011996	5856
ENSACAG00000011997	5121
ENSACAG00000011998	4286
ENSACAG00000011999	1545
ENSACAG00000012000	3251
ENSACAG00000012001	1776
ENSACAG00000012003	2288
ENSACAG00000012005	1599
ENSACAG00000012006	5194
ENSACAG00000012007	4697
ENSACAG00000012008	2856
ENSACAG00000012009	873
ENSACAG00000012010	945
ENSACAG00000012011	1118
ENSACAG00000012012	2153
ENSACAG00000012014	2194
ENSACAG00000012015	918
ENSACAG00000012017	3289
ENSACAG00000012018	984
ENSACAG00000012020	339
ENSACAG00000012021	3966
ENSACAG00000012022	1813
ENSACAG00000012023	1026
ENSACAG00000012024	4270
ENSACAG00000012025	606
ENSACAG00000012026	13532
ENSACAG00000012027	1932
ENSACAG00000012028	4690
ENSACAG00000012029	471
ENSACAG00000012030	5618
ENSACAG00000012031	3030
ENSACAG00000012032	1326
ENSACAG00000012033	261
ENSACAG00000012034	1932
ENSACAG00000012035	1194
ENSACAG00000012036	2831
ENSACAG00000012037	1160
ENSACAG00000012038	798
ENSACAG00000012039	2703
ENSACAG00000012042	1008
ENSACAG00000012043	4544
ENSACAG00000012044	4772
ENSACAG00000012047	486
ENSACAG00000012048	843
ENSACAG00000012049	6709
ENSACAG00000012050	564
ENSACAG00000012051	1482
ENSACAG00000012052	5391
ENSACAG00000012053	3249
ENSACAG00000012056	524
ENSACAG00000012057	2579
ENSACAG00000012059	7577
ENSACAG00000012061	1081
ENSACAG00000012062	1459
ENSACAG00000012063	1586
ENSACAG00000012064	1627
ENSACAG00000012065	3258
ENSACAG00000012066	4413
ENSACAG00000012067	3548
ENSACAG00000012069	5853
ENSACAG00000012070	207
ENSACAG00000012071	1236
ENSACAG00000012072	7976
ENSACAG00000012076	4373
ENSACAG00000012077	7195
ENSACAG00000012078	2995
ENSACAG00000012079	2495
ENSACAG00000012080	4009
ENSACAG00000012081	1088
ENSACAG00000012082	1914
ENSACAG00000012083	603
ENSACAG00000012084	2858
ENSACAG00000012085	1944
ENSACAG00000012086	459
ENSACAG00000012087	1749
ENSACAG00000012088	1580
ENSACAG00000012089	3010
ENSACAG00000012091	1654
ENSACAG00000012095	1773
ENSACAG00000012096	3682
ENSACAG00000012097	360
ENSACAG00000012098	6572
ENSACAG00000012099	2111
ENSACAG00000012100	1392
ENSACAG00000012101	785
ENSACAG00000012102	840
ENSACAG00000012103	573
ENSACAG00000012104	6160
ENSACAG00000012105	5046
ENSACAG00000012106	504
ENSACAG00000012107	2100
ENSACAG00000012108	3120
ENSACAG00000012109	1104
ENSACAG00000012110	1641
ENSACAG00000012115	7451
ENSACAG00000012116	3571
ENSACAG00000012117	2883
ENSACAG00000012119	1018
ENSACAG00000012120	1093
ENSACAG00000012121	5145
ENSACAG00000012122	3057
ENSACAG00000012123	1182
ENSACAG00000012124	6023
ENSACAG00000012125	967
ENSACAG00000012126	1272
ENSACAG00000012127	1278
ENSACAG00000012128	1245
ENSACAG00000012129	2355
ENSACAG00000012130	4111
ENSACAG00000012131	906
ENSACAG00000012132	4574
ENSACAG00000012133	1275
ENSACAG00000012136	341
ENSACAG00000012137	969
ENSACAG00000012138	1640
ENSACAG00000012139	2688
ENSACAG00000012140	2124
ENSACAG00000012141	5966
ENSACAG00000012142	1550
ENSACAG00000012143	1419
ENSACAG00000012145	3910
ENSACAG00000012146	1417
ENSACAG00000012147	2386
ENSACAG00000012148	2212
ENSACAG00000012149	4149
ENSACAG00000012150	2823
ENSACAG00000012151	3144
ENSACAG00000012152	981
ENSACAG00000012153	2736
ENSACAG00000012154	2031
ENSACAG00000012155	1706
ENSACAG00000012156	2121
ENSACAG00000012157	2790
ENSACAG00000012158	1335
ENSACAG00000012162	2603
ENSACAG00000012163	429
ENSACAG00000012164	4356
ENSACAG00000012165	869
ENSACAG00000012166	2110
ENSACAG00000012167	2034
ENSACAG00000012168	4844
ENSACAG00000012169	2688
ENSACAG00000012173	427.5
ENSACAG00000012174	3274
ENSACAG00000012175	3438
ENSACAG00000012176	2198
ENSACAG00000012177	1623
ENSACAG00000012178	3452
ENSACAG00000012180	2243
ENSACAG00000012181	6167
ENSACAG00000012182	1400
ENSACAG00000012183	3535
ENSACAG00000012184	5761
ENSACAG00000012185	5599
ENSACAG00000012186	2165
ENSACAG00000012187	1014
ENSACAG00000012188	4690
ENSACAG00000012189	777
ENSACAG00000012190	4082
ENSACAG00000012191	5941
ENSACAG00000012192	5158
ENSACAG00000012193	2277
ENSACAG00000012194	2679
ENSACAG00000012196	5290
ENSACAG00000012198	1629
ENSACAG00000012199	6706
ENSACAG00000012200	3813
ENSACAG00000012201	3141
ENSACAG00000012203	2322
ENSACAG00000012204	2248
ENSACAG00000012205	2297
ENSACAG00000012208	1365
ENSACAG00000012210	1515
ENSACAG00000012211	6885
ENSACAG00000012212	6280
ENSACAG00000012213	357
ENSACAG00000012214	1211
ENSACAG00000012215	4033
ENSACAG00000012216	1806
ENSACAG00000012217	4325
ENSACAG00000012218	2700
ENSACAG00000012219	609
ENSACAG00000012220	7998
ENSACAG00000012221	1612
ENSACAG00000012222	1665
ENSACAG00000012223	1367
ENSACAG00000012225	405
ENSACAG00000012226	972
ENSACAG00000012227	485
ENSACAG00000012228	321
ENSACAG00000012229	5946
ENSACAG00000012230	966
ENSACAG00000012231	2782
ENSACAG00000012232	2147
ENSACAG00000012233	603
ENSACAG00000012234	3890
ENSACAG00000012235	2046
ENSACAG00000012236	936
ENSACAG00000012237	591
ENSACAG00000012238	5526
ENSACAG00000012239	5962
ENSACAG00000012240	1513
ENSACAG00000012241	774
ENSACAG00000012242	5724
ENSACAG00000012243	3428
ENSACAG00000012244	764
ENSACAG00000012246	2151
ENSACAG00000012247	3932
ENSACAG00000012248	2927
ENSACAG00000012250	5280
ENSACAG00000012251	3547
ENSACAG00000012252	2589
ENSACAG00000012253	1095
ENSACAG00000012254	3288
ENSACAG00000012255	1706
ENSACAG00000012256	3114
ENSACAG00000012257	7559
ENSACAG00000012258	4617
ENSACAG00000012261	1389
ENSACAG00000012262	1647
ENSACAG00000012264	1844
ENSACAG00000012265	5733
ENSACAG00000012266	597
ENSACAG00000012267	3955
ENSACAG00000012268	2389
ENSACAG00000012269	330
ENSACAG00000012270	769
ENSACAG00000012271	6280
ENSACAG00000012272	943
ENSACAG00000012274	1689
ENSACAG00000012275	2885
ENSACAG00000012278	2047
ENSACAG00000012280	6654
ENSACAG00000012281	6573
ENSACAG00000012282	5416
ENSACAG00000012283	1269
ENSACAG00000012284	2822
ENSACAG00000012285	336
ENSACAG00000012287	2187
ENSACAG00000012289	5561
ENSACAG00000012290	2769
ENSACAG00000012292	666
ENSACAG00000012294	5181
ENSACAG00000012297	5071
ENSACAG00000012298	3815
ENSACAG00000012299	2954
ENSACAG00000012301	2565
ENSACAG00000012302	4443
ENSACAG00000012303	1251
ENSACAG00000012304	4007
ENSACAG00000012305	2523
ENSACAG00000012306	4205
ENSACAG00000012307	2115
ENSACAG00000012308	1012
ENSACAG00000012309	2499
ENSACAG00000012310	2297
ENSACAG00000012311	2373
ENSACAG00000012312	1460
ENSACAG00000012314	432
ENSACAG00000012315	536
ENSACAG00000012316	5095
ENSACAG00000012317	1853
ENSACAG00000012318	408
ENSACAG00000012320	855
ENSACAG00000012321	5762
ENSACAG00000012323	408
ENSACAG00000012324	1851
ENSACAG00000012326	288
ENSACAG00000012327	969
ENSACAG00000012328	4035
ENSACAG00000012329	8128
ENSACAG00000012330	1476
ENSACAG00000012331	5649
ENSACAG00000012332	2435
ENSACAG00000012333	2448
ENSACAG00000012334	2255
ENSACAG00000012335	6532
ENSACAG00000012336	1271
ENSACAG00000012337	471
ENSACAG00000012338	3898
ENSACAG00000012339	3245
ENSACAG00000012342	3974
ENSACAG00000012343	5305
ENSACAG00000012344	1855
ENSACAG00000012345	619
ENSACAG00000012349	2415
ENSACAG00000012351	2248
ENSACAG00000012352	849.5
ENSACAG00000012353	2427
ENSACAG00000012354	6445
ENSACAG00000012355	1625
ENSACAG00000012356	807
ENSACAG00000012357	1387
ENSACAG00000012358	11272
ENSACAG00000012359	2965
ENSACAG00000012360	2274
ENSACAG00000012361	1638
ENSACAG00000012362	2453
ENSACAG00000012363	6084
ENSACAG00000012364	6375
ENSACAG00000012365	3071
ENSACAG00000012366	2484
ENSACAG00000012367	3384
ENSACAG00000012368	2556
ENSACAG00000012369	677
ENSACAG00000012370	300
ENSACAG00000012372	2266
ENSACAG00000012373	690
ENSACAG00000012374	873
ENSACAG00000012376	2600
ENSACAG00000012377	5347
ENSACAG00000012378	357
ENSACAG00000012379	4091
ENSACAG00000012380	7335
ENSACAG00000012381	4408
ENSACAG00000012384	2682
ENSACAG00000012386	1665
ENSACAG00000012387	744
ENSACAG00000012388	1296
ENSACAG00000012389	1387
ENSACAG00000012391	1686
ENSACAG00000012392	6503
ENSACAG00000012393	4073
ENSACAG00000012394	1428
ENSACAG00000012396	889
ENSACAG00000012397	1242
ENSACAG00000012398	1257
ENSACAG00000012399	1899
ENSACAG00000012400	1080
ENSACAG00000012401	1738
ENSACAG00000012403	3035
ENSACAG00000012404	5337
ENSACAG00000012405	1245
ENSACAG00000012406	3765
ENSACAG00000012407	3387
ENSACAG00000012408	1145
ENSACAG00000012409	701
ENSACAG00000012410	3188
ENSACAG00000012411	3169
ENSACAG00000012412	5579
ENSACAG00000012413	11430
ENSACAG00000012414	6184
ENSACAG00000012415	6777
ENSACAG00000012416	3208
ENSACAG00000012417	5453
ENSACAG00000012418	4071
ENSACAG00000012419	2185
ENSACAG00000012420	375
ENSACAG00000012421	645
ENSACAG00000012423	3020.5
ENSACAG00000012424	2422
ENSACAG00000012425	534
ENSACAG00000012426	3269
ENSACAG00000012427	2247
ENSACAG00000012428	3397
ENSACAG00000012429	3099
ENSACAG00000012430	7596
ENSACAG00000012432	1065
ENSACAG00000012433	6480
ENSACAG00000012434	936
ENSACAG00000012435	2407
ENSACAG00000012437	3229
ENSACAG00000012438	2418
ENSACAG00000012439	4722
ENSACAG00000012440	630
ENSACAG00000012441	2836
ENSACAG00000012443	3015
ENSACAG00000012444	4829
ENSACAG00000012445	2352
ENSACAG00000012446	6220
ENSACAG00000012447	1763
ENSACAG00000012448	1166
ENSACAG00000012449	909
ENSACAG00000012450	4926
ENSACAG00000012451	3663
ENSACAG00000012452	1844
ENSACAG00000012453	786
ENSACAG00000012454	1594.5
ENSACAG00000012456	1326
ENSACAG00000012457	3738
ENSACAG00000012459	5210
ENSACAG00000012460	4379
ENSACAG00000012461	2777
ENSACAG00000012462	3827
ENSACAG00000012463	1899
ENSACAG00000012464	1146
ENSACAG00000012465	1056
ENSACAG00000012466	783
ENSACAG00000012467	2148
ENSACAG00000012468	1846
ENSACAG00000012469	1723
ENSACAG00000012470	1589
ENSACAG00000012471	2424
ENSACAG00000012472	729
ENSACAG00000012473	2265
ENSACAG00000012474	5673
ENSACAG00000012475	1972.5
ENSACAG00000012476	1009
ENSACAG00000012477	837
ENSACAG00000012478	2274
ENSACAG00000012479	363
ENSACAG00000012480	345
ENSACAG00000012481	3018
ENSACAG00000012482	1607
ENSACAG00000012483	5466
ENSACAG00000012485	1090
ENSACAG00000012486	1509
ENSACAG00000012487	1670
ENSACAG00000012488	1062
ENSACAG00000012489	5498
ENSACAG00000012490	5596
ENSACAG00000012491	2086
ENSACAG00000012492	6342
ENSACAG00000012493	2862
ENSACAG00000012494	622
ENSACAG00000012495	822
ENSACAG00000012496	5209
ENSACAG00000012498	4538
ENSACAG00000012499	66
ENSACAG00000012500	414
ENSACAG00000012501	2067
ENSACAG00000012502	1225
ENSACAG00000012503	1872
ENSACAG00000012504	2121
ENSACAG00000012505	378
ENSACAG00000012507	3259
ENSACAG00000012509	2785
ENSACAG00000012510	1449
ENSACAG00000012511	738
ENSACAG00000012512	633
ENSACAG00000012513	1256
ENSACAG00000012515	1447
ENSACAG00000012516	2601
ENSACAG00000012517	4995
ENSACAG00000012519	2331
ENSACAG00000012520	3501
ENSACAG00000012521	3108
ENSACAG00000012522	4557
ENSACAG00000012523	2030
ENSACAG00000012525	5844
ENSACAG00000012527	9011
ENSACAG00000012529	5443
ENSACAG00000012530	5711
ENSACAG00000012533	856
ENSACAG00000012534	558
ENSACAG00000012536	1683
ENSACAG00000012537	2980
ENSACAG00000012539	3098
ENSACAG00000012540	4879
ENSACAG00000012542	11824
ENSACAG00000012543	1870
ENSACAG00000012546	528
ENSACAG00000012547	3365
ENSACAG00000012548	171
ENSACAG00000012549	1320
ENSACAG00000012551	705
ENSACAG00000012552	1968
ENSACAG00000012553	2194.5
ENSACAG00000012554	2362
ENSACAG00000012558	7122
ENSACAG00000012559	711
ENSACAG00000012560	5017
ENSACAG00000012561	1892
ENSACAG00000012562	5884
ENSACAG00000012565	1338
ENSACAG00000012567	7719
ENSACAG00000012569	5635
ENSACAG00000012571	444
ENSACAG00000012572	943
ENSACAG00000012573	599
ENSACAG00000012574	678
ENSACAG00000012575	1440
ENSACAG00000012576	5635
ENSACAG00000012577	4263
ENSACAG00000012578	1493
ENSACAG00000012579	1791
ENSACAG00000012581	795
ENSACAG00000012582	5629
ENSACAG00000012584	4724
ENSACAG00000012585	1425
ENSACAG00000012586	2903
ENSACAG00000012587	654
ENSACAG00000012591	4095
ENSACAG00000012592	204
ENSACAG00000012593	387
ENSACAG00000012594	1607
ENSACAG00000012595	4185
ENSACAG00000012596	1788
ENSACAG00000012597	348
ENSACAG00000012598	366
ENSACAG00000012599	1705.5
ENSACAG00000012600	2421
ENSACAG00000012601	2561
ENSACAG00000012603	6526
ENSACAG00000012604	1850
ENSACAG00000012605	1110
ENSACAG00000012606	809
ENSACAG00000012607	789
ENSACAG00000012608	789
ENSACAG00000012609	5427
ENSACAG00000012611	1283
ENSACAG00000012612	2290
ENSACAG00000012613	4061
ENSACAG00000012614	1180
ENSACAG00000012615	4800
ENSACAG00000012616	971
ENSACAG00000012617	3042
ENSACAG00000012618	1086
ENSACAG00000012619	2166
ENSACAG00000012620	1668
ENSACAG00000012621	5064
ENSACAG00000012622	957
ENSACAG00000012623	2928
ENSACAG00000012624	2812
ENSACAG00000012625	4585
ENSACAG00000012626	1539
ENSACAG00000012627	1582
ENSACAG00000012628	3177
ENSACAG00000012629	372
ENSACAG00000012630	1223
ENSACAG00000012631	3273
ENSACAG00000012632	1407
ENSACAG00000012633	1866
ENSACAG00000012635	2361
ENSACAG00000012636	978
ENSACAG00000012637	1384
ENSACAG00000012638	5168
ENSACAG00000012639	1482
ENSACAG00000012640	1144
ENSACAG00000012641	1503
ENSACAG00000012642	4131
ENSACAG00000012644	6953
ENSACAG00000012645	2824
ENSACAG00000012646	1304
ENSACAG00000012647	5504
ENSACAG00000012648	1317
ENSACAG00000012649	438
ENSACAG00000012650	2810
ENSACAG00000012651	2657
ENSACAG00000012652	4310
ENSACAG00000012653	1086
ENSACAG00000012654	2183
ENSACAG00000012656	207
ENSACAG00000012657	2330
ENSACAG00000012658	3204
ENSACAG00000012660	789
ENSACAG00000012661	1250
ENSACAG00000012663	4040
ENSACAG00000012664	2399
ENSACAG00000012665	1645
ENSACAG00000012666	669
ENSACAG00000012667	1086
ENSACAG00000012668	279
ENSACAG00000012669	2570
ENSACAG00000012670	1197
ENSACAG00000012671	4113
ENSACAG00000012672	1597
ENSACAG00000012674	1147
ENSACAG00000012675	3705
ENSACAG00000012676	3712
ENSACAG00000012677	1876
ENSACAG00000012678	5535
ENSACAG00000012679	2883
ENSACAG00000012680	1227
ENSACAG00000012681	2640
ENSACAG00000012682	1322
ENSACAG00000012683	243
ENSACAG00000012684	7214
ENSACAG00000012686	3582
ENSACAG00000012688	2269
ENSACAG00000012689	6437
ENSACAG00000012690	6368.5
ENSACAG00000012691	3066
ENSACAG00000012692	1516
ENSACAG00000012693	2176
ENSACAG00000012694	1356
ENSACAG00000012695	5494
ENSACAG00000012696	6724
ENSACAG00000012697	345
ENSACAG00000012698	3856
ENSACAG00000012699	927
ENSACAG00000012700	4036
ENSACAG00000012701	2022
ENSACAG00000012702	264
ENSACAG00000012703	294
ENSACAG00000012704	2431
ENSACAG00000012705	1825
ENSACAG00000012706	4249
ENSACAG00000012708	1884
ENSACAG00000012709	2876
ENSACAG00000012710	1041
ENSACAG00000012712	2931
ENSACAG00000012713	939
ENSACAG00000012715	4408
ENSACAG00000012716	8420
ENSACAG00000012717	4476
ENSACAG00000012718	5673
ENSACAG00000012719	6315
ENSACAG00000012720	4057
ENSACAG00000012721	4570
ENSACAG00000012722	765
ENSACAG00000012723	8029
ENSACAG00000012724	582
ENSACAG00000012725	5575
ENSACAG00000012726	2869
ENSACAG00000012728	612
ENSACAG00000012729	641
ENSACAG00000012730	1758
ENSACAG00000012731	6645
ENSACAG00000012732	3543
ENSACAG00000012735	4015
ENSACAG00000012738	5182
ENSACAG00000012739	9965
ENSACAG00000012740	796
ENSACAG00000012741	2946
ENSACAG00000012742	1493
ENSACAG00000012743	6471
ENSACAG00000012744	2409
ENSACAG00000012745	5159
