am_gene_id	length_am
AMISG012825	2334
AMISG012826	2871
AMISG012827	1212.5
AMISG012828	2874
AMISG012829	935
AMISG012830	2317
AMISG012831	2502
AMISG012832	1348
AMISG012833	822
AMISG012834	2127
AMISG012835	886.5
AMISG012836	815
AMISG012837	1324.5
AMISG012838	554
AMISG012839	972
AMISG012840	699
AMISG012841	1314
AMISG012842	1032
AMISG012843	1603
AMISG012844	764
AMISG012845	752
AMISG012846	2630
AMISG012847	4335.5
AMISG012848	808
AMISG012849	3397
AMISG012850	919
AMISG012851	2460
AMISG012852	4086.5
AMISG012853	1979
AMISG012854	1664
AMISG012855	1281
AMISG012856	1749
AMISG012857	1682
AMISG012858	2066
AMISG012859	1439
AMISG012860	965
AMISG012861	1576.5
AMISG012862	1091
AMISG012863	474
AMISG012864	2193
AMISG012865	2041
AMISG012866	1081
AMISG012867	1629
AMISG012868	1655
AMISG012869	884
AMISG012870	1342
AMISG012871	2042
AMISG012872	830
AMISG012873	2162
AMISG012874	1538
AMISG012875	882
AMISG012876	816
AMISG012877	1776
AMISG012878	1904
AMISG012879	870
AMISG012880	1013
AMISG012881	4862
AMISG012882	3742.5
AMISG012883	1907
AMISG012884	1600
AMISG012885	1711.5
AMISG012886	2365
AMISG012887	1761.5
AMISG012888	647
AMISG012889	1142
AMISG012890	1068
AMISG012891	1189
AMISG012892	1991
AMISG012893	3986
AMISG012894	856
AMISG012895	2437
AMISG012896	4247.5
AMISG012897	2324
AMISG012898	2151
AMISG012899	2126
AMISG012900	676
AMISG012901	882
AMISG012902	1152
AMISG012903	2778
AMISG012904	1690
AMISG012905	2539
AMISG012906	3151
AMISG012907	582
AMISG012908	2343.5
AMISG012909	315
AMISG012910	914
AMISG012911	1175
AMISG012912	537
AMISG012913	1505
AMISG012914	618
AMISG012915	1076
AMISG012916	1225
AMISG012917	1070
AMISG012918	1331
AMISG012919	1989.5
AMISG012920	2761
AMISG012921	1128
AMISG012922	1916
AMISG012923	643
AMISG012924	3471
AMISG012925	4539
AMISG012926	803.5
AMISG012927	1208
AMISG012928	3208
AMISG012929	3358
AMISG012930	1211.5
AMISG012931	1570
AMISG012932	824
AMISG012933	490
AMISG012934	942
AMISG012935	2204
AMISG012936	564
AMISG012937	1270
AMISG012938	1181
AMISG012939	1608
AMISG012940	2043.5
AMISG012941	879
AMISG012942	922
AMISG012943	2326
AMISG012944	1114
AMISG012945	803
AMISG012946	795.5
AMISG012947	1889
AMISG012948	1416
AMISG012949	1369
AMISG012950	1931
AMISG012951	3150
AMISG012952	3225
AMISG012953	1719
AMISG012954	1960
AMISG012955	864
AMISG012956	577
AMISG012957	2868
AMISG012958	946
AMISG012959	1499
AMISG012960	472
AMISG012961	1402.5
AMISG012962	1466
AMISG012963	1128
AMISG012964	1333
AMISG012965	728
AMISG012966	935
AMISG012967	637
AMISG012968	909
AMISG012969	2048
AMISG012970	1351
AMISG012971	1182
AMISG012972	1042
AMISG012973	495
AMISG012974	841
AMISG012975	1170.5
AMISG012976	2010
AMISG012977	1344
AMISG012978	2029
AMISG012979	784
AMISG012980	1254
AMISG012981	743
AMISG012982	464
AMISG012983	888
AMISG012984	363
AMISG012985	496
AMISG012986	3457
AMISG012987	880.5
AMISG012988	3623.5
AMISG012989	2854
AMISG012990	2294
AMISG012991	1150
AMISG012992	1097.5
AMISG012993	808
AMISG012994	652
AMISG012995	2303
AMISG012996	496
AMISG012997	1853
AMISG012998	654
AMISG012999	3775
AMISG013000	691
AMISG013001	584
AMISG013002	943
AMISG013003	2215.5
AMISG013004	1260.5
AMISG013005	698
AMISG013006	1276
AMISG013007	5394
AMISG013008	1556.5
AMISG013009	1248
AMISG013010	2238
AMISG013011	1992
AMISG013012	1348.5
AMISG013013	1929
AMISG013014	3705
AMISG013015	1215
AMISG013016	5427
AMISG013017	5339
AMISG013018	542
AMISG013019	1499.5
AMISG013020	1355
AMISG013021	2061
AMISG013022	1607
AMISG013023	1234
AMISG013024	1001
AMISG013025	1600
AMISG013026	5256
AMISG013027	1222
AMISG013028	1794
AMISG013029	2941.5
AMISG013030	2558
AMISG013031	1119
AMISG013032	506.5
AMISG013033	1703
AMISG013034	1137
AMISG013035	2114
AMISG013036	454
AMISG013037	1184
AMISG013038	1234
AMISG013039	980
AMISG013040	1819
AMISG013041	854
AMISG013042	1371
AMISG013043	858
AMISG013044	1030
AMISG013045	1079
AMISG013046	1309
AMISG013047	12699
AMISG013048	1575
AMISG013049	1003.5
AMISG013050	2627
AMISG013051	3516
AMISG013052	1162
AMISG013053	1161
AMISG013054	4290.5
AMISG013055	1614
AMISG013056	982
AMISG013057	5956.5
AMISG013058	3470
AMISG013059	1775
AMISG013060	2517
AMISG013061	544
AMISG013062	1206
AMISG013063	5353
AMISG013064	1532
AMISG013065	1761
AMISG013066	2806.5
AMISG013067	1141
AMISG013068	1124.5
AMISG013069	907
AMISG013070	832
AMISG013071	1537
AMISG013072	2106
AMISG013073	1484
AMISG013074	2034
AMISG013075	416
AMISG013076	852
AMISG013077	1906
AMISG013078	1674
AMISG013079	2784
AMISG013080	609
AMISG013081	416
AMISG013082	2888
AMISG013083	1066
AMISG013084	706
AMISG013085	1436
AMISG013086	470
AMISG013087	7813
AMISG013088	1737
AMISG013089	1802
AMISG013090	1015
AMISG013091	929
AMISG013092	2599
AMISG013093	1248
AMISG013094	3343.5
AMISG013095	548
AMISG013096	630
AMISG013097	1005
AMISG013098	973
AMISG013099	1403
AMISG013100	2666
AMISG013101	1447
AMISG013102	1278
AMISG013103	1684
AMISG013104	1048.5
AMISG013105	5426
AMISG013106	1320
AMISG013107	10584
AMISG013108	2577.5
AMISG013109	813
AMISG013110	1898.5
AMISG013111	1765
AMISG013112	669
AMISG013113	1185
AMISG013114	694
AMISG013115	5219
AMISG013116	1699
AMISG013117	4968.5
AMISG013118	1369.5
AMISG013119	2499
AMISG013120	984
AMISG013121	887
AMISG013122	1373
AMISG013123	970
AMISG013124	5548.5
AMISG013125	1620
AMISG013126	2809
AMISG013127	3271
AMISG013128	4885
AMISG013129	722
AMISG013130	941
AMISG013131	1085.5
AMISG013132	3583
AMISG013133	2286
AMISG013134	3057
AMISG013135	2062
AMISG013136	534
AMISG013137	3791
AMISG013138	1680
AMISG013139	1743.5
AMISG013140	904
AMISG013141	1262
AMISG013142	1465
AMISG013143	993
AMISG013144	2965
AMISG013145	5404
AMISG013146	1582
AMISG013147	723
AMISG013148	1067
AMISG013149	4026
AMISG013150	3180
AMISG013151	1702.5
AMISG013152	2068
AMISG013153	1954
AMISG013154	1905
AMISG013155	808
AMISG013156	1907.5
AMISG013157	1932
AMISG013158	1888
AMISG013159	1329
AMISG013160	1660.5
AMISG013161	2421
AMISG013162	4214
AMISG013163	1109
AMISG013164	3532
AMISG013165	2298
AMISG013166	1520
AMISG013167	800
AMISG013168	3377
AMISG013169	1536
AMISG013170	2982
AMISG013171	716
AMISG013172	2128
AMISG013173	2002
AMISG013174	866
AMISG013175	1041
AMISG013176	1540
AMISG013177	3570.5
AMISG013178	2185
AMISG013179	3302.5
AMISG013180	478
AMISG013181	1502
AMISG013182	500
AMISG013183	1617
AMISG013184	4714.5
AMISG013185	820
AMISG013186	1291
AMISG013187	602
AMISG013188	1794
AMISG013189	1607.5
AMISG013190	2315
AMISG013191	7364.5
AMISG013192	3249
AMISG013193	418
AMISG013194	744
AMISG013195	988
AMISG013196	1435
AMISG013197	1512
AMISG013198	938
AMISG013199	3613
AMISG013200	1212
AMISG013201	972
AMISG013202	688
AMISG013203	820.5
AMISG013204	1051
AMISG013205	622
AMISG013206	1080
AMISG013207	411
AMISG013208	2416
AMISG013209	1548
AMISG013210	1399
AMISG013211	8553.5
AMISG013212	1740
AMISG013213	579
AMISG013214	938.5
AMISG013215	2229.5
AMISG013216	758
AMISG013217	10736
AMISG013218	1726
AMISG013219	715
AMISG013220	2176
AMISG013221	736
AMISG013222	2474
AMISG013223	1151
AMISG013224	2829
AMISG013225	631
AMISG013226	578
AMISG013227	639
AMISG013228	662
AMISG013229	1669
AMISG013230	1060
AMISG013231	975
AMISG013232	617
AMISG013233	1259
AMISG013234	1808
AMISG013235	1062
AMISG013236	669
AMISG013237	376
AMISG013238	2847
AMISG013239	5168
AMISG013240	1284
AMISG013241	3367
AMISG013242	675
AMISG013243	1864
AMISG013244	900
AMISG013245	2326
AMISG013246	1744
AMISG013247	822.5
AMISG013248	1142
AMISG013249	1026
AMISG013250	1725
AMISG013251	3982
AMISG013252	2340
AMISG013253	2536
AMISG013254	2785.5
AMISG013255	622
AMISG013256	2578.5
AMISG013257	1380
AMISG013258	3246
AMISG013259	2146
AMISG013260	803
AMISG013261	1242
AMISG013262	535
AMISG013263	1009
AMISG013264	514
AMISG013265	817
AMISG013266	1610
AMISG013267	2264
AMISG013268	2623
AMISG013269	3139
AMISG013270	812
AMISG013271	1963
AMISG013272	1218
AMISG013273	4021
AMISG013274	2057
AMISG013275	2035
AMISG013276	773
AMISG013277	687
AMISG013278	1722
AMISG013279	780
AMISG013280	1313
AMISG013281	2747
AMISG013282	2065
AMISG013283	1229
AMISG013284	4026
AMISG013285	1082
AMISG013286	1800
AMISG013287	1936
AMISG013288	4227.5
AMISG013289	662
AMISG013290	2718
AMISG013291	749
AMISG013292	749
AMISG013293	5003
AMISG013294	2985.5
AMISG013295	1746
AMISG013296	1647
AMISG013297	4185.5
AMISG013298	936
AMISG013299	1007
AMISG013300	1675
AMISG013301	1641
AMISG013302	893
AMISG013303	1159
AMISG013304	3004
AMISG013305	1446
AMISG013306	915
AMISG013307	1104.5
AMISG013308	1740
AMISG013309	825.5
AMISG013310	1429
AMISG013311	496
AMISG013312	914
AMISG013313	4723.5
AMISG013314	1208
AMISG013315	1542.5
AMISG013316	3530
AMISG013317	1289
AMISG013318	1079
AMISG013319	536
AMISG013320	2449
AMISG013321	2226
AMISG013322	2273
AMISG013323	567
AMISG013324	2524
AMISG013325	1625
AMISG013326	1139
AMISG013327	5802
AMISG013328	2417
AMISG013329	1161
AMISG013330	5908
AMISG013331	535
AMISG013332	4347
AMISG013333	3912
AMISG013334	972
AMISG013335	1832.5
AMISG013336	779
AMISG013337	1029
AMISG013338	1623
AMISG013339	462
AMISG013340	1312
AMISG013341	871
AMISG013342	3130
AMISG013343	3328
AMISG013344	733
AMISG013345	1109
AMISG013346	3315
AMISG013347	629
AMISG013348	1077
AMISG013349	986
AMISG013350	1016
AMISG013351	896
AMISG013352	5485
AMISG013353	2304
AMISG013354	1718
AMISG013355	9784.5
AMISG013356	3206
AMISG013357	1271
AMISG013358	420
AMISG013359	2683
AMISG013360	3212
AMISG013361	3334.5
AMISG013362	1652
AMISG013363	1463
AMISG013364	2730
AMISG013365	522
AMISG013366	3358
AMISG013367	1740
AMISG013368	776
AMISG013369	2216
AMISG013370	762
AMISG013371	3228
AMISG013372	1741
AMISG013373	1791
AMISG013374	2967
AMISG013375	1334
AMISG013376	1417
AMISG013377	1241
AMISG013378	1790
AMISG013379	448
AMISG013380	1843
AMISG013381	1817
AMISG013382	1753.5
AMISG013383	841
AMISG013384	6797
AMISG013385	930
AMISG013386	1861
AMISG013387	5951.5
AMISG013388	470
AMISG013389	1597
AMISG013390	2219
AMISG013391	1065
AMISG013392	401
AMISG013393	944
AMISG013394	586
AMISG013395	3814
AMISG013396	2640
AMISG013397	485
AMISG013398	1547
AMISG013399	1985
AMISG013400	4874
AMISG013401	602
AMISG013402	1659
AMISG013403	8751
AMISG013404	3370
AMISG013405	792
AMISG013406	789
AMISG013407	2197
AMISG013408	999
AMISG013409	1446.5
AMISG013410	1428
AMISG013411	6217
AMISG013412	2232
AMISG013413	1285
AMISG013414	1557
AMISG013415	1107
AMISG013416	1404
AMISG013417	3669
AMISG013418	1940
AMISG013419	1422
AMISG013420	7803.5
AMISG013421	610
AMISG013422	4426
AMISG013423	613
AMISG013424	2583
AMISG013425	3574
AMISG013426	1790
AMISG013427	953
AMISG013428	5344
AMISG013429	1005
AMISG013430	2034.5
AMISG013431	680
AMISG013432	4167.5
AMISG013433	1509.5
AMISG013434	1088
AMISG013435	17423
AMISG013436	1856
AMISG013437	3680
AMISG013438	3523
AMISG013439	3387
AMISG013440	2562.5
AMISG013441	5566
AMISG013442	738
AMISG013443	880
AMISG013444	1568
AMISG013445	1363
AMISG013446	600
AMISG013447	1879
AMISG013448	866
AMISG013449	3506
AMISG013450	2046
AMISG013451	652
AMISG013452	6817
AMISG013453	587
AMISG013454	3672
AMISG013455	912
AMISG013456	7070
AMISG013457	901
AMISG013458	1345
AMISG013459	1197
AMISG013460	425
AMISG013461	723
AMISG013462	2758.5
AMISG013463	2427
AMISG013464	3909
AMISG013465	3598
AMISG013466	602
AMISG013467	1579
AMISG013468	2863
AMISG013469	577
AMISG013470	851
AMISG013471	1858
AMISG013472	1665
AMISG013473	703
AMISG013474	4313
AMISG013475	810
AMISG013476	1112
AMISG013477	4416
AMISG013478	1854
AMISG013479	1244
AMISG013480	906
AMISG013481	653
AMISG013482	1172
AMISG013483	1863
AMISG013484	520
AMISG013485	552
AMISG013486	1456
AMISG013487	2053
AMISG013488	1003
AMISG013489	606
AMISG013490	1384
AMISG013491	1498
AMISG013492	730
AMISG013493	1416
AMISG013494	1328
AMISG013495	2068
AMISG013496	1536
AMISG013497	1483
AMISG013498	447
AMISG013499	581
AMISG013500	2503.5
AMISG013501	739
AMISG013502	892
AMISG013503	523
AMISG013504	4096
AMISG013505	1796.5
AMISG013506	2311
AMISG013507	779
AMISG013508	2183
AMISG013509	1128
AMISG013510	1778
AMISG013511	1080
AMISG013512	3017
AMISG013513	826
AMISG013514	1408.5
AMISG013515	818
AMISG013516	3070
AMISG013517	1387.5
AMISG013518	1535
AMISG013519	1492
AMISG013520	2058
AMISG013521	482
AMISG013522	4653.5
AMISG013523	1379
AMISG013524	1566
AMISG013525	3262
AMISG013526	4158
AMISG013527	2354
AMISG013528	691
AMISG013529	2441
AMISG013530	4041
AMISG013531	1437
AMISG013532	1169
AMISG013533	1844
AMISG013534	637
AMISG013535	3433
AMISG013536	3359
AMISG013537	1460
AMISG013538	1967
AMISG013539	916
AMISG013540	1183
AMISG013541	702
AMISG013542	1051
AMISG013543	1542
AMISG013544	1440
AMISG013545	2831
AMISG013546	1376
AMISG013547	6402
AMISG013548	1684.5
AMISG013549	2312
AMISG013550	969
AMISG013551	1356
AMISG013552	766
AMISG013553	2079
AMISG013554	1622
AMISG013555	2781
AMISG013556	1086
AMISG013557	944
AMISG013558	2058
AMISG013559	6593
AMISG013560	1777
AMISG013561	1049
AMISG013562	9414.5
AMISG013563	4679.5
AMISG013564	1575
AMISG013565	3242
AMISG013566	1403
AMISG013567	1900.5
AMISG013568	2096
AMISG013569	3494
AMISG013570	3745
AMISG013571	800
AMISG013572	814
AMISG013573	1528
AMISG013574	1038
AMISG013575	3597
AMISG013576	1772
AMISG013577	981
AMISG013578	2514.5
AMISG013579	668
AMISG013580	2369.5
AMISG013581	2178
AMISG013582	1549
AMISG013583	839
AMISG013584	2191
AMISG013585	1837
AMISG013586	3512
AMISG013587	556
AMISG013588	1309
AMISG013589	1518
AMISG013590	451
AMISG013591	1105
AMISG013592	2224.5
AMISG013593	1437
AMISG013594	1242
AMISG013595	1210
AMISG013596	1412
AMISG013597	2760
AMISG013598	1458
AMISG013599	1080
AMISG013600	406
AMISG013601	752
AMISG013602	17698
AMISG013603	1123
AMISG013604	1064
AMISG013605	1135
AMISG013606	967
AMISG013607	1107
AMISG013608	1162
AMISG013609	920.5
AMISG013610	4553
AMISG013611	1656
AMISG013612	2821
AMISG013613	1543
AMISG013614	2176
AMISG013615	1298
AMISG013616	1284
AMISG013617	1071
AMISG013618	1363
AMISG013619	650
AMISG013620	2075
AMISG013621	1005
AMISG013622	513
AMISG013623	1475
AMISG013624	603
AMISG013625	713
AMISG013626	1378
AMISG013627	1917
AMISG013628	1077
AMISG013629	1574
AMISG013630	1259
AMISG013631	2942
AMISG013632	2985
AMISG013633	1501
AMISG013634	1259
AMISG013635	1990
AMISG013636	2364
AMISG013637	2080
AMISG013638	1920
AMISG013639	2826
AMISG013640	808
AMISG013641	2884
AMISG013642	15747
AMISG013643	2102
AMISG013644	2421
AMISG013645	1366
AMISG013646	1229
AMISG013647	3826
AMISG013648	1445.5
AMISG013649	3152
AMISG013650	1464
AMISG013651	1171
AMISG013652	2483
AMISG013653	5036
AMISG013654	1446
AMISG013655	3122
AMISG013656	3568
AMISG013657	952.5
AMISG013658	715
AMISG013659	801
AMISG013660	859
AMISG013661	952
AMISG013662	814
AMISG013663	2668
AMISG013664	942
AMISG013665	4456
AMISG013666	3135
AMISG013667	388
AMISG013668	606
AMISG013669	787
AMISG013670	666
AMISG013671	1487
AMISG013672	1689
AMISG013673	1648.5
AMISG013674	553
AMISG013675	797
AMISG013676	2705
AMISG013677	913
AMISG013678	841
AMISG013679	1452
AMISG013680	1288
AMISG013681	711
AMISG013682	504
AMISG013683	1491
AMISG013684	1847
AMISG013685	464
AMISG013686	3327.5
AMISG013687	1803
AMISG013688	2675
AMISG013689	2556.5
AMISG013690	673
AMISG013691	1404
AMISG013692	2233
AMISG013693	401
AMISG013694	1717
AMISG013695	2468
AMISG013696	478
AMISG013697	1734
AMISG013698	1563
AMISG013699	2060
AMISG013700	704
AMISG013701	3234
AMISG013702	1031
AMISG013703	2218
AMISG013704	911
AMISG013705	4021
AMISG013706	1325
AMISG013707	3835
AMISG013708	2315
AMISG013709	1557
AMISG013710	10036.5
AMISG013711	1233
AMISG013712	742
AMISG013713	1766
AMISG013714	1740
AMISG013715	6806
AMISG013716	984
AMISG013717	891
AMISG013718	2702
AMISG013719	1318
AMISG013720	792
AMISG013721	452
AMISG013722	2828.5
AMISG013723	1635
AMISG013724	921
AMISG013725	3026
AMISG013726	1540
AMISG013727	755
AMISG013728	1427
AMISG013729	2275
AMISG013730	3647
AMISG013731	757
AMISG013732	876
AMISG013733	2261
AMISG013734	1001
AMISG013735	1121
AMISG013736	2198
AMISG013737	2451
AMISG013738	869
AMISG013739	446.5
AMISG013740	1070
AMISG013741	1779.5
AMISG013742	5241
AMISG013743	2453
AMISG013744	3695
AMISG013745	2970
AMISG013746	2938
AMISG013747	2699
AMISG013748	2233
AMISG013749	1461
AMISG013750	1724
AMISG013751	3154
AMISG013752	2257
AMISG013753	892
AMISG013754	1274
AMISG013755	3000.5
AMISG013756	3417
AMISG013757	903
AMISG013758	1305
AMISG013759	5317
AMISG013760	2878
AMISG013761	2677
AMISG013762	1185
AMISG013763	528
AMISG013764	1034
AMISG013765	1485
AMISG013766	4029
AMISG013767	1369
AMISG013768	1035
AMISG013769	2188
AMISG013770	2494
AMISG013771	2736.5
AMISG013772	2318
AMISG013773	6727.5
AMISG013774	2771
AMISG013775	1514
AMISG013776	1407.5
AMISG013777	9376.5
AMISG013778	1961
AMISG013779	2711
AMISG013780	1202
AMISG013781	1288
AMISG013782	1631
AMISG013783	2302
AMISG013784	1679.5
AMISG013785	5067
AMISG013786	1184
AMISG013787	1372
AMISG013788	1459
AMISG013789	1878
AMISG013790	825
AMISG013791	3076
AMISG013792	2007
AMISG013793	1379
AMISG013794	1791.5
AMISG013795	2073
AMISG013796	1697
AMISG013797	2442
AMISG013798	2686
AMISG013799	1067
AMISG013800	4446.5
AMISG013801	847
AMISG013802	2299
AMISG013803	1290
AMISG013804	3056
AMISG013805	1641
AMISG013806	759
AMISG013807	2262
AMISG013808	1374
AMISG013809	618
AMISG013810	5989
AMISG013811	5998
AMISG013812	1090
AMISG013813	7203
AMISG013814	996
AMISG013815	1281
AMISG013816	4014
AMISG013817	1179
AMISG013818	2252
AMISG013819	2005
AMISG013820	4175
AMISG013821	6650
AMISG013822	6343.5
AMISG013823	1018
AMISG013824	1691.5
AMISG013825	2233
AMISG013826	2857
AMISG013827	2080
AMISG013828	1801
AMISG013829	1554
AMISG013830	1626
AMISG013831	5307.5
AMISG013832	5068.5
AMISG013833	2323
AMISG013834	457
AMISG013835	1432
AMISG013836	1088
AMISG013837	1071
AMISG013838	714
AMISG013839	719
AMISG013840	1735
AMISG013841	536
AMISG013842	1075
AMISG013843	769
AMISG013844	1131
AMISG013845	593
AMISG013846	1867
AMISG013847	2341
AMISG013848	1346
AMISG013849	466
AMISG013850	9439
AMISG013851	527
AMISG013852	1685
AMISG013853	4553
AMISG013854	1933
AMISG013855	3588
AMISG013856	743.5
AMISG013857	2218
AMISG013858	2125
AMISG013859	2000
AMISG013860	1273
AMISG013861	2255
AMISG013862	1669.5
AMISG013863	1260
AMISG013864	458
AMISG013865	391
AMISG013866	1046
AMISG013867	603
AMISG013868	610.5
AMISG013869	707
AMISG013870	1773
AMISG013871	826
AMISG013872	1605
AMISG013873	3243
AMISG013874	2628
AMISG013875	4594
AMISG013876	1497
AMISG013877	3962
AMISG013878	1548
AMISG013879	1663
AMISG013880	2184
AMISG013881	551
AMISG013882	961
AMISG013883	4347
AMISG013884	1801
AMISG013885	390
AMISG013886	2709.5
AMISG013887	5981
AMISG013888	920
AMISG013889	1472
AMISG013890	1727.5
AMISG013891	1865
AMISG013892	2700
AMISG013893	1249.5
AMISG013894	3451
AMISG013895	3607.5
AMISG013896	1624
AMISG013897	3755
AMISG013898	1954
AMISG013899	457
AMISG013900	1962
AMISG013901	304
AMISG013902	1111
AMISG013903	2459.5
AMISG013904	677
AMISG013905	2292
AMISG013906	2997
AMISG013907	1268.5
AMISG013908	977
AMISG013909	1071
AMISG013910	107784
AMISG013911	1422
AMISG013912	4303
AMISG013913	6143
AMISG013914	839
AMISG013915	1396
AMISG013916	590.5
AMISG013917	1631
AMISG013918	3684
AMISG013919	3128.5
AMISG013920	579
AMISG013921	2897
AMISG013922	2001
AMISG013923	2148
AMISG013924	736
AMISG013925	1224
AMISG013926	1021
AMISG013927	2300
AMISG013928	1846
AMISG013929	661
AMISG013930	1925
AMISG013931	1309
AMISG013932	831
AMISG013933	2425.5
AMISG013934	3065
AMISG013935	891
AMISG013936	673
AMISG013937	713
AMISG013938	1148
AMISG013939	1002
AMISG013940	1143
AMISG013941	2067
AMISG013942	1819
AMISG013943	943
AMISG013944	844
AMISG013945	3464
AMISG013946	1111
AMISG013947	2169
AMISG013948	1961
AMISG013949	2528
AMISG013950	2049.5
AMISG013951	2315
AMISG013952	3327
AMISG013953	1365
AMISG013954	3315
AMISG013955	3190
AMISG013956	2569
AMISG013957	1002
AMISG013958	916
AMISG013959	874
AMISG013960	2526
AMISG013961	1840
AMISG013962	3777.5
AMISG013963	2523.5
AMISG013964	2926
AMISG013965	2445
AMISG013966	2553
AMISG013967	5783
AMISG013968	1073
AMISG013969	3269
AMISG013970	1258
AMISG013971	1771
AMISG013972	780
AMISG013973	1833.5
AMISG013974	1335
AMISG013975	1025
AMISG013976	704
AMISG013977	1228.5
AMISG013978	686
AMISG013979	3257
AMISG013980	1650
AMISG013981	709.5
AMISG013982	1156
AMISG013983	4547
AMISG013984	619
AMISG013985	837
AMISG013986	1042
AMISG013987	2137
AMISG013988	4573
AMISG013989	1171
AMISG013990	1153
AMISG013991	616
AMISG013992	767
AMISG013993	929
AMISG013994	854
AMISG013995	729
AMISG013996	1895.5
AMISG013997	559
AMISG013998	953
AMISG013999	1167
AMISG014000	5598
AMISG014001	1543
AMISG014002	3142
AMISG014003	1448
AMISG014004	2039
AMISG014005	1540.5
AMISG014006	1479
AMISG014007	1245
AMISG014008	1696
AMISG014009	2426.5
AMISG014010	884
AMISG014011	1891
AMISG014012	665
AMISG014013	1243
AMISG014014	6519
AMISG014015	1342
AMISG014016	5573
AMISG014017	1333
AMISG014018	1366
AMISG014019	3756
AMISG014020	3514
AMISG014021	1940
AMISG014022	2569
AMISG014023	1152
AMISG014024	1329
AMISG014025	781
AMISG014026	1423
AMISG014027	4133
AMISG014028	1375
AMISG014029	1583
AMISG014030	1776
AMISG014031	950
AMISG014032	1056
AMISG014033	2158
AMISG014034	761
AMISG014035	1460.5
AMISG014036	1345
AMISG014037	539
AMISG014038	1443
AMISG014039	3254.5
AMISG014040	1043
AMISG014041	1454
AMISG014042	638
AMISG014043	469
AMISG014044	845
AMISG014045	817
AMISG014046	350
AMISG014047	5786
AMISG014048	945
AMISG014049	938
AMISG014050	314
AMISG014051	1535
AMISG014052	1288
AMISG014053	1128
AMISG014054	999
AMISG014055	1427
AMISG014056	1170.5
AMISG014057	1422
AMISG014058	5363
AMISG014059	1125
AMISG014060	1749.5
AMISG014061	2516
AMISG014062	2814
AMISG014063	3456
AMISG014064	2093
AMISG014065	1296.5
AMISG014066	3190.5
AMISG014067	916
AMISG014068	3063
AMISG014069	2416
AMISG014070	1459
AMISG014071	2552
AMISG014072	4094
AMISG014073	1066.5
AMISG014074	1303.5
AMISG014075	1759
AMISG014076	3250
AMISG014077	991
AMISG014078	690
AMISG014079	1016
AMISG014080	1688
AMISG014081	3991
AMISG014082	3384
AMISG014083	663
AMISG014084	1181
AMISG014085	1023
AMISG014086	13718
AMISG014087	1649
AMISG014088	1277
AMISG014089	2011
AMISG014090	1711
AMISG014091	1337
AMISG014092	1627
AMISG014093	617
AMISG014094	855
AMISG014095	577
AMISG014096	877
AMISG014097	1749.5
AMISG014098	3726
AMISG014099	2496.5
AMISG014100	2336
AMISG014101	1268
AMISG014102	1189.5
AMISG014103	3184
AMISG014104	1258
AMISG014105	1962
AMISG014106	1980
AMISG014107	1449
AMISG014108	3179.5
AMISG014109	2025
AMISG014110	499
AMISG014111	2027
AMISG014112	1851
AMISG014113	2382
AMISG014114	836
AMISG014115	723
AMISG014116	874
AMISG014117	540
AMISG014118	1654
AMISG014119	2145
AMISG014120	763
AMISG014121	571
AMISG014122	729
AMISG014123	1702
AMISG014124	861
AMISG014125	2202
AMISG014126	1053
AMISG014127	1461
AMISG014128	1136
AMISG014129	928
AMISG014130	678
AMISG014131	809
AMISG014132	2855
AMISG014133	1505
AMISG014134	1743
AMISG014135	2730
AMISG014136	2572
AMISG014137	1615.5
AMISG014138	735.5
AMISG014139	1052
AMISG014140	1178
AMISG014141	1639
AMISG014142	2604
AMISG014143	2080
AMISG014144	2153
AMISG014145	1259
AMISG014146	1749
AMISG014147	2809.5
AMISG014148	4623.5
AMISG014149	1444
AMISG014150	1009
AMISG014151	1656
AMISG014152	641
AMISG014153	487
AMISG014154	620
AMISG014155	1142
AMISG014156	2086
AMISG014157	2030
AMISG014158	695
AMISG014159	753
AMISG014160	4457
AMISG014161	755
AMISG014162	2176
AMISG014163	1699
AMISG014164	1465
AMISG014165	2051
AMISG014166	2082
AMISG014167	2614.5
AMISG014168	1375
AMISG014169	2662
AMISG014170	1242
AMISG014171	3513.5
AMISG014172	2181
AMISG014173	1912.5
AMISG014174	1590
AMISG014175	1919.5
AMISG014176	3180
AMISG014177	2208
AMISG014178	1740
AMISG014179	1248
AMISG014180	2757
AMISG014181	2485
AMISG014182	989
AMISG014183	2238.5
AMISG014184	1344
AMISG014185	502
AMISG014186	2731.5
AMISG014187	1740
AMISG014188	1069
AMISG014189	3239
AMISG014190	2960
AMISG014191	2919
AMISG014192	680
AMISG014193	560
AMISG014194	1778
AMISG014195	869
AMISG014196	461
AMISG014197	749
AMISG014198	2120
AMISG014199	1309
AMISG014200	2963
AMISG014201	2008
AMISG014202	2172
AMISG014203	1799
AMISG014204	1341
AMISG014205	934
AMISG014206	1001
AMISG014207	912.5
AMISG014208	1017
AMISG014209	635
AMISG014210	2453.5
AMISG014211	2033
AMISG014212	993
AMISG014213	3285
AMISG014214	4172.5
AMISG014215	1302
AMISG014216	1178
AMISG014217	842
AMISG014218	1903.5
AMISG014219	1275
AMISG014220	3481
AMISG014221	899
AMISG014222	1399
AMISG014223	1962
AMISG014224	1631
AMISG014225	2100
AMISG014226	4139
AMISG014227	3956
AMISG014228	3798
AMISG014229	1690
